ts,event,symbol,detail
1755209788844,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209789645,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209789645,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209790449,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209790449,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209791244,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209791247,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209792048,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209792048,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209792848,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209792848,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209793645,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209793647,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209794453,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209794453,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209795248,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209795251,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209796050,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209796052,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209796852,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209796852,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209797654,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209797658,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209798453,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209798454,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209799255,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209799255,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209800056,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209800056,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209800854,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209800856,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209801658,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209801658,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209802458,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209802458,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209803255,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209803258,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209804057,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209804058,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209804867,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209804867,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209805661,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209805662,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209806460,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209806462,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209807261,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209807261,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209808063,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209808063,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209808860,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209808862,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209809664,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209809664,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209810463,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209810465,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209811272,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209811272,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209812064,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209812064,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209812864,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209812867,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209813667,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209813668,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209814469,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209814469,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209815268,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209815268,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209816074,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209816742,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209817210,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209818013,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209818013,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209818819,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209818819,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209819613,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209819613,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209820413,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209820416,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209821216,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209821216,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209822016,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209822017,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209822817,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209822817,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209823617,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209823618,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209824417,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209824419,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209825220,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209825220,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209826018,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209826021,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209826821,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209826821,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209827623,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209827623,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209828420,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209828423,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209829222,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209829224,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209830023,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209830023,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209830824,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209830825,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209831627,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209831628,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209832427,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209832427,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209833228,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209833228,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209834030,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209834030,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209834829,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209834831,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209835628,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209835631,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209836444,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209836444,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209837231,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209837231,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209838032,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209838032,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209838834,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209838834,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209839634,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209839634,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209840437,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209840437,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209841236,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209841236,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209842035,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209842037,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209842839,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209842839,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209843636,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209843639,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209844441,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209844441,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209845243,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209845243,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209846041,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209846042,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209846839,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209846842,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209847642,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209847642,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209848443,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209848443,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209849243,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209849244,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209850044,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209850044,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209850843,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209850844,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209851645,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209851645,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209852447,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209852447,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209853249,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209853249,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209854048,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209854048,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209854850,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209854850,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209855648,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209855651,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209856453,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209856453,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209857251,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209857251,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209858052,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209858052,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209858854,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209858854,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209859655,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209859655,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209860452,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209860454,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209861257,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209861258,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209862057,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209862059,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209862859,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209862859,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209863662,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209863662,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209864460,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209864462,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209865264,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209865265,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209866066,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209866070,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209866866,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209866867,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209867667,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209867668,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209868478,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209868478,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209869268,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209869269,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209870070,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755209870074,ERROR,-,'BinanceExchange' object has no attribute 'market_summary_for'
1755210279707,ERROR,-,name 'candidates' is not defined
1755210280974,ERROR,-,name 'candidates' is not defined
1755210282641,ERROR,-,name 'candidates' is not defined
1755210283888,ERROR,-,name 'candidates' is not defined
1755210285127,ERROR,-,name 'candidates' is not defined
1755210286371,ERROR,-,name 'candidates' is not defined
1755210287863,ERROR,-,name 'candidates' is not defined
1755210289100,ERROR,-,name 'candidates' is not defined
1755210290339,ERROR,-,name 'candidates' is not defined
1755210291578,ERROR,-,name 'candidates' is not defined
1755210292868,ERROR,-,name 'candidates' is not defined
1755210294144,ERROR,-,name 'candidates' is not defined
1755210295418,ERROR,-,name 'candidates' is not defined
1755210296703,ERROR,-,name 'candidates' is not defined
1755210298143,ERROR,-,name 'candidates' is not defined
1755210299432,ERROR,-,name 'candidates' is not defined
